45.0 -571.0 38.0
140.0 -298.0 -400.0
139.0 -297.0 -401.0
141.0 -296.0 -403.0
137.0 -300.0 -399.0
138.0 -300.0 -400.0
139.0 -300.0 -402.0
137.0 -301.0 -400.0
138.0 -301.0 -399.0
136.0 -298.0 -400.0
136.0 -300.0 -399.0
138.0 -298.0 -398.0
141.0 -296.0 -401.0
136.0 -291.0 -403.0
139.0 -280.0 -408.0
142.0 -270.0 -413.0
144.0 -259.0 -418.0
147.0 -249.0 -421.0
146.0 -238.0 -427.0
147.0 -228.0 -430.0
149.0 -222.0 -431.0
146.0 -217.0 -435.0
147.0 -207.0 -438.0
147.0 -203.0 -436.0
146.0 -199.0 -438.0
146.0 -191.0 -442.0
147.0 -187.0 -442.0
147.0 -180.0 -444.0
123.0 -175.0 -447.0
136.0 -159.0 -451.0
139.0 -153.0 -451.0
141.0 -134.0 -456.0
143.0 -115.0 -458.0
151.0 -96.0 -461.0
152.0 -80.0 -461.0
147.0 -67.0 -464.0
146.0 -62.0 -464.0
151.0 -32.0 -464.0
156.0 -11.0 -465.0
160.0 -6.0 -465.0
166.0 19.0 -464.0
174.0 58.0 -459.0
171.0 70.0 -456.0
166.0 83.0 -454.0
161.0 96.0 -452.0
156.0 105.0 -452.0
151.0 116.0 -447.0
147.0 127.0 -446.0
140.0 134.0 -443.0
135.0 143.0 -438.0
132.0 152.0 -439.0
127.0 167.0 -431.0
122.0 169.0 -430.0
119.0 164.0 -433.0
115.0 153.0 -436.0
110.0 137.0 -440.0
110.0 125.0 -444.0
105.0 109.0 -446.0
102.0 91.0 -449.0
100.0 71.0 -455.0
107.0 55.0 -459.0
123.0 41.0 -461.0
132.0 6.0 -464.0
129.0 -19.0 -465.0
112.0 -39.0 -465.0
96.0 -50.0 -464.0
81.0 -58.0 -462.0
62.0 -61.0 -457.0
43.0 -59.0 -457.0
27.0 -35.0 -454.0
12.0 -16.0 -449.0
3.0 10.0 -446.0
1.0 34.0 -443.0
4.0 53.0 -439.0
6.0 71.0 -438.0
9.0 89.0 -435.0
9.0 105.0 -431.0
12.0 120.0 -428.0
21.0 131.0 -428.0
30.0 140.0 -427.0
39.0 149.0 -425.0
49.0 162.0 -424.0
57.0 172.0 -421.0
66.0 179.0 -420.0
82.0 189.0 -419.0
98.0 195.0 -420.0
113.0 198.0 -417.0
126.0 202.0 -418.0
136.0 198.0 -420.0
143.0 189.0 -423.0
148.0 171.0 -431.0
150.0 153.0 -439.0
152.0 128.0 -446.0
151.0 107.0 -451.0
149.0 80.0 -456.0
145.0 56.0 -459.0
136.0 31.0 -463.0
122.0 -1.0 -465.0
104.0 -14.0 -466.0
91.0 -24.0 -462.0
81.0 -23.0 -462.0
74.0 -6.0 -459.0
68.0 19.0 -456.0
69.0 41.0 -452.0
68.0 65.0 -452.0
69.0 98.0 -443.0
67.0 127.0 -435.0
67.0 155.0 -429.0
65.0 176.0 -420.0
68.0 194.0 -412.0
71.0 206.0 -409.0
76.0 230.0 -397.0
85.0 248.0 -390.0
96.0 262.0 -385.0
111.0 272.0 -378.0
124.0 282.0 -373.0
128.0 283.0 -374.0
131.0 271.0 -383.0
133.0 256.0 -390.0
136.0 239.0 -400.0
136.0 212.0 -414.0
151.0 165.0 -433.0
176.0 129.0 -444.0
221.0 82.0 -452.0
271.0 26.0 -450.0
330.0 -33.0 -439.0
388.0 -86.0 -415.0
436.0 -117.0 -384.0
474.0 -161.0 -352.0
507.0 -207.0 -308.0
526.0 -233.0 -274.0
535.0 -274.0 -234.0
522.0 -319.0 -210.0
477.0 -379.0 -193.0
399.0 -452.0 -172.0
338.0 -490.0 -169.0
303.0 -498.0 -175.0
264.0 -507.0 -183.0
228.0 -515.0 -185.0
194.0 -523.0 -180.0
145.0 -530.0 -176.0
127.0 -534.0 -167.0
108.0 -534.0 -166.0
93.0 -530.0 -172.0
82.0 -523.0 -186.0
71.0 -510.0 -207.0
67.0 -495.0 -230.0
64.0 -476.0 -254.0
57.0 -447.0 -284.0
55.0 -427.0 -303.0
59.0 -420.0 -314.0
62.0 -422.0 -311.0
69.0 -429.0 -305.0
77.0 -439.0 -297.0
83.0 -450.0 -287.0
87.0 -461.0 -273.0
91.0 -471.0 -266.0
98.0 -482.0 -251.0
104.0 -491.0 -238.0
108.0 -504.0 -222.0
113.0 -513.0 -207.0
114.0 -519.0 -195.0
112.0 -530.0 -176.0
109.0 -539.0 -155.0
102.0 -546.0 -137.0
99.0 -552.0 -124.0
91.0 -558.0 -105.0
79.0 -560.0 -93.0
67.0 -561.0 -86.0
56.0 -561.0 -80.0
46.0 -558.0 -83.0
34.0 -555.0 -91.0
26.0 -552.0 -102.0
20.0 -545.0 -117.0
18.0 -536.0 -138.0
22.0 -528.0 -161.0
25.0 -511.0 -196.0
29.0 -503.0 -206.0
37.0 -500.0 -215.0
44.0 -495.0 -228.0
52.0 -488.0 -238.0
64.0 -480.0 -252.0
76.0 -471.0 -265.0
83.0 -459.0 -277.0
93.0 -451.0 -288.0
98.0 -447.0 -294.0
99.0 -452.0 -286.0
98.0 -474.0 -264.0
97.0 -489.0 -242.0
92.0 -500.0 -224.0
87.0 -511.0 -209.0
82.0 -515.0 -202.0
77.0 -517.0 -199.0
72.0 -505.0 -216.0
71.0 -489.0 -238.0
67.0 -477.0 -254.0
66.0 -468.0 -265.0
70.0 -466.0 -269.0
78.0 -469.0 -265.0
89.0 -479.0 -253.0
98.0 -498.0 -232.0
100.0 -515.0 -206.0
99.0 -532.0 -170.0
96.0 -546.0 -143.0
91.0 -554.0 -122.0
83.0 -561.0 -100.0
74.0 -566.0 -75.0
64.0 -567.0 -65.0
54.0 -567.0 -52.0
44.0 -568.0 -35.0
41.0 -570.0 -23.0
33.0 -570.0 -8.0
24.0 -567.0 9.0
17.0 -567.0 13.0
8.0 -564.0 21.0
-4.0 -561.0 23.0
-14.0 -559.0 15.0
-21.0 -559.0 16.0
-26.0 -555.0 11.0
-30.0 -554.0 -4.0
-31.0 -553.0 -23.0
-30.0 -548.0 -58.0
-26.0 -544.0 -87.0
-24.0 -540.0 -104.0
-19.0 -536.0 -119.0
-14.0 -530.0 -136.0
-7.0 -527.0 -151.0
1.0 -523.0 -162.0
17.0 -523.0 -169.0
34.0 -519.0 -188.0
54.0 -516.0 -197.0
66.0 -512.0 -206.0
82.0 -515.0 -206.0
96.0 -519.0 -201.0
111.0 -524.0 -194.0
125.0 -534.0 -178.0
130.0 -548.0 -145.0
136.0 -557.0 -116.0
140.0 -565.0 -90.0
145.0 -573.0 -45.0
148.0 -577.0 -3.0
147.0 -576.0 38.0
143.0 -574.0 70.0
136.0 -570.0 83.0
124.0 -567.0 95.0
113.0 -565.0 106.0
101.0 -564.0 113.0
91.0 -560.0 122.0
81.0 -559.0 126.0
68.0 -559.0 125.0
56.0 -555.0 124.0
43.0 -558.0 112.0
37.0 -564.0 89.0
33.0 -567.0 64.0
32.0 -569.0 40.0
33.0 -572.0 -6.0
37.0 -568.0 -36.0
39.0 -567.0 -56.0
40.0 -561.0 -88.0
35.0 -551.0 -117.0
36.0 -544.0 -138.0
36.0 -540.0 -157.0
21.0 -521.0 -189.0
0.0 -509.0 -201.0
-32.0 -498.0 -202.0
-74.0 -471.0 -216.0
-113.0 -450.0 -218.0
-175.0 -401.0 -224.0
-216.0 -350.0 -234.0
-245.0 -316.0 -225.0
-273.0 -291.0 -213.0
-304.0 -256.0 -195.0
-322.0 -235.0 -178.0
-334.0 -227.0 -164.0
-345.0 -224.0 -143.0
-352.0 -215.0 -133.0
-358.0 -200.0 -133.0
-357.0 -200.0 -136.0
-357.0 -207.0 -128.0
-363.0 -209.0 -114.0
-370.0 -207.0 -95.0
-375.0 -204.0 -72.0
-382.0 -191.0 -53.0
-389.0 -171.0 -41.0
-390.0 -156.0 -28.0
-393.0 -142.0 -27.0
-395.0 -132.0 -22.0
-396.0 -123.0 -20.0
-395.0 -115.0 -29.0
-395.0 -110.0 -53.0
-392.0 -103.0 -79.0
-384.0 -93.0 -109.0
-378.0 -86.0 -132.0
-368.0 -79.0 -157.0
-355.0 -74.0 -184.0
-347.0 -70.0 -206.0
-334.0 -65.0 -224.0
-326.0 -67.0 -238.0
-325.0 -73.0 -239.0
-328.0 -84.0 -236.0
-339.0 -100.0 -212.0
-356.0 -119.0 -178.0
-374.0 -139.0 -128.0
-383.0 -151.0 -89.0
-387.0 -161.0 -68.0
-389.0 -169.0 -44.0
-390.0 -166.0 -14.0
-392.0 -162.0 15.0
-391.0 -154.0 37.0
-388.0 -144.0 57.0
-387.0 -131.0 73.0
-388.0 -115.0 82.0
-386.0 -97.0 91.0
-386.0 -76.0 91.0
-387.0 -56.0 92.0
-383.0 -42.0 92.0
-382.0 -31.0 96.0
-380.0 -22.0 106.0
-374.0 -15.0 114.0
-373.0 -7.0 118.0
-372.0 1.0 116.0
-371.0 9.0 113.0
-370.0 10.0 115.0
-370.0 -5.0 124.0
-369.0 -28.0 136.0
-363.0 -48.0 150.0
-363.0 -73.0 154.0
-361.0 -91.0 157.0
-361.0 -111.0 153.0
-367.0 -133.0 140.0
-373.0 -147.0 119.0
-382.0 -156.0 77.0
-388.0 -158.0 44.0
-393.0 -151.0 14.0
-393.0 -141.0 -14.0
-394.0 -127.0 -35.0
-395.0 -111.0 -53.0
-392.0 -96.0 -71.0
-391.0 -80.0 -84.0
-388.0 -66.0 -100.0
-384.0 -56.0 -112.0
-379.0 -49.0 -125.0
-375.0 -39.0 -142.0
-369.0 -30.0 -154.0
-366.0 -23.0 -157.0
-368.0 -14.0 -154.0
-373.0 -9.0 -136.0
-382.0 -8.0 -107.0
-392.0 -12.0 -65.0
-395.0 -17.0 -28.0
-395.0 -23.0 1.0
-395.0 -30.0 28.0
-392.0 -37.0 52.0
-392.0 -39.0 53.0
