-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 135
-7 -13 135
-7 -13 135
-7 -13 135
-7 -13 135
-7 -13 135
-8 -13 136
-8 -13 136
-8 -13 136
-8 -13 136
-8 -13 136
-8 -13 136
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-6 -12 133
-6 -12 133
-6 -12 133
-6 -12 133
-6 -12 133
-7 -12 136
-7 -12 136
-7 -12 136
-7 -12 136
-7 -12 136
-7 -12 136
-8 -12 136
-8 -12 136
-8 -12 136
-8 -12 136
-6 -13 133
-6 -13 133
-6 -13 133
-6 -13 133
-6 -13 133
-6 -13 133
-7 -11 134
-7 -11 134
-7 -11 134
-7 -11 134
-7 -11 134
-7 -13 136
-7 -13 136
-7 -13 136
-7 -13 136
-7 -13 136
-6 -11 135
-6 -11 135
-6 -11 135
-6 -11 135
-6 -11 135
-6 -12 133
-6 -12 133
-6 -12 133
-6 -12 133
-6 -12 133
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-6 -13 135
-6 -13 135
-6 -13 135
-6 -13 135
-6 -13 135
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-6 -12 134
-6 -12 134
-6 -12 134
-6 -12 134
-6 -12 134
-8 -12 135
-8 -12 135
-8 -12 135
-8 -12 135
-8 -12 135
-8 -13 135
-8 -13 135
-8 -13 135
-8 -13 135
-8 -13 135
-8 -13 135
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-8 -11 134
-8 -11 134
-8 -11 134
-8 -11 134
-8 -11 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -13 135
-7 -13 135
-7 -13 135
-7 -13 135
-7 -13 135
-7 -12 134
-7 -12 134
-7 -12 134
-7 -13 135
-7 -13 135
-7 -13 135
-7 -13 135
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -11 134
-7 -11 134
-7 -11 134
-7 -11 134
-7 -11 134
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-7 -13 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 133
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -11 134
-7 -11 134
-7 -11 134
-7 -11 134
-7 -11 134
-8 -12 135
-8 -12 135
-8 -12 135
-8 -12 135
-8 -12 135
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-8 -11 136
-8 -11 136
-8 -11 136
-8 -11 136
-8 -11 136
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-8 -12 134
-7 -11 134
-7 -11 134
-7 -11 134
-7 -11 134
-7 -11 134
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-8 -12 135
-8 -12 135
-8 -12 135
-8 -12 135
-8 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 135
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-8 -13 135
-8 -13 135
-8 -13 135
-8 -13 135
-8 -13 135
-8 -13 135
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-7 -12 134
-6 -12 134
-6 -12 134
-6 -12 134
-7 -12 135
-7 -12 135
-7 -12 135
